Feature ID	Taxon	Confidence
a003112ae812e35cf7ea1f124e264c54	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	0.9999999198883849
65c9b4843cab8fbe527e8e64f01196bd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium	0.9400522201528874
e480bb13098b76a731a5ad7e00580e4c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus	0.9852376484355106
39d71d3f83914d9d3fe87ca592c69d9f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria	0.9984108263677434
a92bf19b454918434b333ffc9fe8342b	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9977810455899963
69c79ef2f1c97837be38b8875d5cd724	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales	0.9835440083068607
dcbdfb5044a72bf393f1cf277dc52791	Unassigned	0.6720564980855774
b697e241d3c1698eaf87eae7f6747278	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Cloacibacterium	0.8226879865241572
a0b140ce12fbb143e3587d2fa6eb6031	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.9998506496884554
3afc05c01640027e4700fa9424e6b249	d__Bacteria	0.7848779605669379
b19e9f3a4933f607e8958546d625ecab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas; s__Halomonas_phoceae	0.9595965543838959
124f997a5bed9d0129f9c3e3e4f95c6a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	0.9967927248400557
a5cffb223ba20bfff9055d8042726527	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas	0.9995044807033744
45d711417e927c69f91ca6ae6af720a4	Unassigned	0.8868742877002495
4b1db34e82a2942237e87bf37c955f95	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium	0.9936981141412027
ad37bcb1576d900b66e6886bd044e199	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus	0.9999547147980186
c75dbe8e735d577ce958ba468c9b5700	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Diaphorobacter	0.7871915316531727
7dcc7f408c30a3478b4ffd9b550448d7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria	0.9966142752503436
648555d4ad371cb478bf13f0e553b94e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9929921641547651
8db60177c98e6cd70cb464b2ceed7078	d__Bacteria	0.9999999999994394
3783ca109ee043a31f3c0d45efa1d83d	d__Bacteria	0.7945861902958559
159b8b369ad2df218d5933a8ea76f994	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales	0.9975891398379056
80e7ecc45f79493a95a70482e54bd42e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwiniaceae; s__Mixta_gaviniae	0.8501295843593105
48eed1f91bcd3a36a484df5f0732c061	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria	0.7079792894181012
8bae426d65e5961a4309b7bea9b58afd	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9942703482938642
db02ae2274cbfcb8b31d0db0fee9e858	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9997738229049682
aef178d19eedcd6185b004821b2a8060	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_denticola	0.7521178802366837
4147b883c7d4abe9fba0228f3dbb92a0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9816273953532705
544789eb9b0dd8193353ab6ae7ef9a5f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	0.9968581744126567
d4d46453ec467d7fabbd1fa0edfbf4c8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	0.9987267525076257
9abe411ec26ed857c41ba4eed0f283f2	d__Bacteria	0.8096472894870252
4e603942b1cd91ba4a51d1477045c43f	d__Bacteria	0.8942146499780028
16d345c0ecc40e19e2fea260e827005f	d__Bacteria	0.8589647993632457
37034b940b8a342dbec5cbe030f5bc16	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9174255574509073
06781aa845df27e00b8c0e40247bb168	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	0.9807690437245523
6049bbf5ee311d392113ad41ce7ff281	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999264267114845
951db8624c492791ca6bf678acd551d6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999867203424646
45d4bd14162f82d996ca0242e7967ad2	d__Bacteria	0.9207808837487652
963a363a527caf009047a499015eb7c3	d__Bacteria	0.9178081185429597
1de452bb81827cac8fddf0999d324cd8	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Platanus_occidentalis	0.7673548973319247
9d34455249d92d6dc2f08d764aca741a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9990632904459738
a014bc2b574a56341856a8b741e279a8	Unassigned	0.7246817252473357
945847d209cbe13c5adbd160fd701e20	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria	0.9999999993214401
4cb8023c27c7f4f360a0e065b4363a06	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.9822606234995435
2e4b15a2778e356574900606cf2cfbc9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9933225495870197
7cd84a2cab3ed77bcc2097f117adbafb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9999779698530481
e8a8cc277d976c6b5754505d6fee2c56	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus	0.9999814999763301
d0e6b3bdcc48252bd63a40eff1be4065	d__Bacteria	0.8984197611474954
52a00253644a045eb5a0439de6ae7ecf	d__Bacteria	0.9110203581509635
53ab08eeb7374004a3e276e702b6266b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9994017068666939
71dcf605944cd9bed93096acc4a6ba67	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia	0.9953850787762817
2ecd5b7fe24c1a0af1b781de9de888aa	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae; g__Dietzia; s__Dietzia_timorensis	0.9199008793028692
4b96ea951f25da8c0dd015890b9349ee	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia	0.8539501021061949
